 time            v(Vout+)        v(Vout-)        v(vout+)-v(vout-)
 0.00000000e+00  1.41985948e-05  1.46528909e+00 -1.46527489e+00 
 1.00000000e-12  1.41986284e-05  1.46528909e+00 -1.46527489e+00 
 2.00000000e-12  1.41986490e-05  1.46528909e+00 -1.46527489e+00 
 4.00000000e-12  1.41986763e-05  1.46528909e+00 -1.46527489e+00 
 8.00000000e-12  1.41986852e-05  1.46528909e+00 -1.46527489e+00 
 1.60000000e-11  1.41986491e-05  1.46528909e+00 -1.46527489e+00 
 3.20000000e-11  1.41985951e-05  1.46528909e+00 -1.46527489e+00 
 6.40000000e-11  1.41986052e-05  1.46528909e+00 -1.46527489e+00 
 1.28000000e-10  1.41986491e-05  1.46528909e+00 -1.46527489e+00 
 2.28000000e-10  1.41986642e-05  1.46528909e+00 -1.46527489e+00 
 3.28000000e-10  1.41986547e-05  1.46528909e+00 -1.46527489e+00 
 4.28000000e-10  1.41986476e-05  1.46528909e+00 -1.46527489e+00 
 5.28000000e-10  1.41986450e-05  1.46528909e+00 -1.46527489e+00 
 6.28000000e-10  1.41986466e-05  1.46528909e+00 -1.46527489e+00 
 7.28000000e-10  1.41986609e-05  1.46528909e+00 -1.46527489e+00 
 8.28000000e-10  1.41986689e-05  1.46528909e+00 -1.46527489e+00 
 9.28000000e-10  1.41986852e-05  1.46528909e+00 -1.46527489e+00 
 1.00000000e-09  1.41986957e-05  1.46528909e+00 -1.46527489e+00 
 1.01000000e-09  1.43430431e-05  1.46528923e+00 -1.46527489e+00 
 1.03000000e-09  1.42103093e-05  1.46528910e+00 -1.46527489e+00 
 1.07000000e-09  1.40929581e-05  1.46528898e+00 -1.46527489e+00 
 1.15000000e-09  1.42703790e-05  1.46528916e+00 -1.46527489e+00 
 1.25000000e-09  1.41438807e-05  1.46528903e+00 -1.46527489e+00 
 1.35000000e-09  1.42683434e-05  1.46528916e+00 -1.46527489e+00 
 1.45000000e-09  1.44080574e-05  1.46528930e+00 -1.46527489e+00 
 1.55000000e-09  1.38823168e-05  1.46528877e+00 -1.46527489e+00 
 1.65000000e-09  1.56352539e-05  1.46529053e+00 -1.46527489e+00 
 1.75000000e-09  1.50418025e-05  1.46528993e+00 -1.46527489e+00 
 1.85000000e-09  1.01226748e-05  1.46528501e+00 -1.46527489e+00 
 1.95000000e-09 -2.54347034e-05  1.46524945e+00 -1.46527489e+00 
 2.00000000e-09 -8.42466220e-05  1.46519063e+00 -1.46527488e+00 
 2.01000000e-09 -9.17037528e-05  1.46518317e+00 -1.46527487e+00 
 2.03000000e-09 -6.69237377e-05  1.46520794e+00 -1.46527487e+00 
 2.07000000e-09  4.18256846e-04  1.46569311e+00 -1.46527486e+00 
 2.15000000e-09  3.54056820e-03  1.46881572e+00 -1.46527515e+00 
 2.25000000e-09  7.49175185e-03  1.47276891e+00 -1.46527715e+00 
 2.35000000e-09  9.51757884e-03  1.47479991e+00 -1.46528233e+00 
 2.45000000e-09  9.73294419e-03  1.47502439e+00 -1.46529144e+00 
 2.55000000e-09  9.54061246e-03  1.47484517e+00 -1.46530456e+00 
 2.65000000e-09  8.53240306e-03  1.47385392e+00 -1.46532151e+00 
 2.75000000e-09  5.68398681e-03  1.47102641e+00 -1.46534243e+00 
