 time            v(Vout+)        v(Vout-)        v(vout+)-v(vout-)
 0.00000000e+00  1.41966255e-05  1.51152197e+00 -1.51150777e+00 
 1.00000000e-12  1.41966576e-05  1.51152197e+00 -1.51150777e+00 
 2.00000000e-12  1.41966760e-05  1.51152197e+00 -1.51150777e+00 
 4.00000000e-12  1.41967018e-05  1.51152197e+00 -1.51150777e+00 
 8.00000000e-12  1.41967099e-05  1.51152197e+00 -1.51150777e+00 
 1.60000000e-11  1.41966683e-05  1.51152197e+00 -1.51150777e+00 
 3.20000000e-11  1.41966085e-05  1.51152197e+00 -1.51150777e+00 
 6.40000000e-11  1.41966005e-05  1.51152197e+00 -1.51150777e+00 
 1.28000000e-10  1.41965893e-05  1.51152197e+00 -1.51150777e+00 
 2.28000000e-10  1.41966018e-05  1.51152197e+00 -1.51150777e+00 
 3.28000000e-10  1.41966220e-05  1.51152197e+00 -1.51150777e+00 
 4.28000000e-10  1.41965992e-05  1.51152197e+00 -1.51150777e+00 
 5.28000000e-10  1.41966000e-05  1.51152197e+00 -1.51150777e+00 
 6.28000000e-10  1.41966220e-05  1.51152197e+00 -1.51150777e+00 
 7.28000000e-10  1.41966187e-05  1.51152197e+00 -1.51150777e+00 
 8.28000000e-10  1.41966105e-05  1.51152197e+00 -1.51150777e+00 
 9.28000000e-10  1.41966174e-05  1.51152197e+00 -1.51150777e+00 
 1.00000000e-09  1.41966009e-05  1.51152197e+00 -1.51150777e+00 
 1.01000000e-09  1.43353031e-05  1.51152211e+00 -1.51150777e+00 
 1.03000000e-09  1.42062287e-05  1.51152198e+00 -1.51150777e+00 
 1.07000000e-09  1.40967450e-05  1.51152187e+00 -1.51150777e+00 
 1.15000000e-09  1.42650767e-05  1.51152204e+00 -1.51150777e+00 
 1.25000000e-09  1.41433545e-05  1.51152192e+00 -1.51150777e+00 
 1.35000000e-09  1.42681995e-05  1.51152204e+00 -1.51150777e+00 
 1.45000000e-09  1.44108093e-05  1.51152218e+00 -1.51150777e+00 
 1.55000000e-09  1.39102270e-05  1.51152168e+00 -1.51150777e+00 
 1.65000000e-09  1.54437959e-05  1.51152322e+00 -1.51150777e+00 
 1.75000000e-09  1.51544977e-05  1.51152293e+00 -1.51150777e+00 
 1.85000000e-09  9.09530031e-06  1.51151687e+00 -1.51150777e+00 
 1.95000000e-09 -2.21444686e-05  1.51148562e+00 -1.51150777e+00 
 2.00000000e-09 -7.77118200e-05  1.51143005e+00 -1.51150776e+00 
 2.01000000e-09 -8.61144953e-05  1.51142164e+00 -1.51150776e+00 
 2.03000000e-09 -6.83676820e-05  1.51143938e+00 -1.51150775e+00 
 2.07000000e-09  3.53068607e-04  1.51186081e+00 -1.51150774e+00 
 2.15000000e-09  3.25139852e-03  1.51475940e+00 -1.51150800e+00 
 2.25000000e-09  7.20624197e-03  1.51871611e+00 -1.51150987e+00 
 2.35000000e-09  9.60082154e-03  1.52111565e+00 -1.51151482e+00 
 2.45000000e-09  1.06704026e-02  1.52219424e+00 -1.51152384e+00 
 2.55000000e-09  1.05393474e-02  1.52207654e+00 -1.51153719e+00 
 2.65000000e-09  9.88232894e-03  1.52143711e+00 -1.51155479e+00 
 2.75000000e-09  7.76341817e-03  1.51933997e+00 -1.51157656e+00 
 2.85000000e-09  5.49131087e-04  1.51215247e+00 -1.51160334e+00 
 2.95000000e-09 -8.77562418e-04  1.51075908e+00 -1.51163665e+00 
 3.05000000e-09  1.20753480e-02  1.52375094e+00 -1.51167559e+00 
 3.15000000e-09  2.51719502e-02  1.53688727e+00 -1.51171532e+00 
 3.25000000e-09  3.11317115e-02  1.54288204e+00 -1.51175033e+00 
 3.35000000e-09  3.42663205e-02  1.54604375e+00 -1.51177743e+00 
 3.45000000e-09  3.64634254e-02  1.54825863e+00 -1.51179521e+00 
 3.55000000e-09  3.81417606e-02  1.54994468e+00 -1.51180292e+00 
 3.65000000e-09  3.94912631e-02  1.55129144e+00 -1.51180017e+00 
 3.75000000e-09  4.06050541e-02  1.55239180e+00 -1.51178675e+00 
 3.85000000e-09  4.15515319e-02  1.55331409e+00 -1.51176256e+00 
 3.95000000e-09  4.23641327e-02  1.55409175e+00 -1.51172762e+00 
 4.05000000e-09  4.30774680e-02  1.55475948e+00 -1.51168201e+00 
 4.15000000e-09  4.37049595e-02  1.55533083e+00 -1.51162587e+00 
 4.25000000e-09  4.42681469e-02  1.55582751e+00 -1.51155936e+00 
 4.35000000e-09  4.47718645e-02  1.55625457e+00 -1.51148271e+00 
 4.45000000e-09  4.52315354e-02  1.55662766e+00 -1.51139612e+00 
 4.55000000e-09  4.56477259e-02  1.55694758e+00 -1.51129986e+00 
 4.65000000e-09  4.60326111e-02  1.55722678e+00 -1.51119417e+00 
 4.75000000e-09  4.63844146e-02  1.55746374e+00 -1.51107933e+00 
 4.85000000e-09  4.67134202e-02  1.55766903e+00 -1.51095561e+00 
 4.95000000e-09  4.70164696e-02  1.55783976e+00 -1.51082329e+00 
 5.05000000e-09  4.73026638e-02  1.55798533e+00 -1.51068267e+00 
 5.15000000e-09  4.75679841e-02  1.55810199e+00 -1.51053401e+00 
 5.25000000e-09  4.78207476e-02  1.55819835e+00 -1.51037760e+00 
 5.35000000e-09  4.80563781e-02  1.55827011e+00 -1.51021373e+00 
