 time            v(Vout+)        v(Vout-)        v(vout+)-v(vout-)
 0.00000000e+00  1.22084917e-05  1.47890012e+00 -1.47888791e+00 
 1.00000000e-12  1.22085284e-05  1.47890012e+00 -1.47888791e+00 
 2.00000000e-12  1.22085508e-05  1.47890012e+00 -1.47888791e+00 
 4.00000000e-12  1.22085823e-05  1.47890012e+00 -1.47888791e+00 
 8.00000000e-12  1.22085966e-05  1.47890012e+00 -1.47888791e+00 
 1.60000000e-11  1.22085636e-05  1.47890012e+00 -1.47888791e+00 
 3.20000000e-11  1.22085260e-05  1.47890012e+00 -1.47888791e+00 
 6.40000000e-11  1.22085728e-05  1.47890012e+00 -1.47888791e+00 
 1.28000000e-10  1.22086461e-05  1.47890012e+00 -1.47888791e+00 
 2.28000000e-10  1.22087846e-05  1.47890012e+00 -1.47888791e+00 
 3.28000000e-10  1.22088723e-05  1.47890012e+00 -1.47888791e+00 
 4.28000000e-10  1.22089132e-05  1.47890012e+00 -1.47888791e+00 
 5.28000000e-10  1.22090078e-05  1.47890012e+00 -1.47888791e+00 
 6.28000000e-10  1.22090935e-05  1.47890012e+00 -1.47888791e+00 
 7.28000000e-10  1.22091746e-05  1.47890012e+00 -1.47888791e+00 
 8.28000000e-10  1.22092470e-05  1.47890012e+00 -1.47888791e+00 
 9.28000000e-10  1.22093089e-05  1.47890012e+00 -1.47888791e+00 
 1.00000000e-09  1.22093847e-05  1.47890012e+00 -1.47888791e+00 
 1.01000000e-09  1.23523165e-05  1.47890027e+00 -1.47888791e+00 
 1.03000000e-09  1.22197913e-05  1.47890013e+00 -1.47888791e+00 
 1.07000000e-09  1.21061319e-05  1.47890002e+00 -1.47888791e+00 
 1.15000000e-09  1.22791965e-05  1.47890019e+00 -1.47888791e+00 
 1.25000000e-09  1.21559330e-05  1.47890007e+00 -1.47888791e+00 
 1.35000000e-09  1.22787613e-05  1.47890019e+00 -1.47888791e+00 
 1.45000000e-09  1.24251546e-05  1.47890034e+00 -1.47888791e+00 
 1.55000000e-09  1.19077197e-05  1.47889982e+00 -1.47888791e+00 
 1.65000000e-09  1.36268545e-05  1.47890154e+00 -1.47888791e+00 
 1.75000000e-09  1.30713407e-05  1.47890099e+00 -1.47888791e+00 
 1.85000000e-09  7.86996894e-06  1.47889579e+00 -1.47888792e+00 
 1.95000000e-09 -1.96808559e-05  1.47886823e+00 -1.47888791e+00 
 2.00000000e-09 -7.61969361e-05  1.47881171e+00 -1.47888790e+00 
 2.01000000e-09 -8.91767892e-05  1.47879872e+00 -1.47888790e+00 
 2.03000000e-09 -9.14087604e-05  1.47879649e+00 -1.47888789e+00 
 2.07000000e-09  2.22742944e-04  1.47911062e+00 -1.47888788e+00 
 2.15000000e-09  2.93682268e-03  1.48182492e+00 -1.47888810e+00 
 2.25000000e-09  7.07018360e-03  1.48596000e+00 -1.47888982e+00 
 2.35000000e-09  9.43999063e-03  1.48833453e+00 -1.47889454e+00 
 2.45000000e-09  1.01060245e-02  1.48900921e+00 -1.47890319e+00 
 2.55000000e-09  9.91266127e-03  1.48882862e+00 -1.47891596e+00 
 2.65000000e-09  9.06266767e-03  1.48799539e+00 -1.47893272e+00 
 2.75000000e-09  6.45826559e-03  1.48541179e+00 -1.47895352e+00 
 2.85000000e-09 -2.14522080e-03  1.47683434e+00 -1.47897956e+00 
 2.95000000e-09 -1.66960103e-03  1.47734296e+00 -1.47901256e+00 
 3.05000000e-09  1.35008713e-02  1.49255199e+00 -1.47905112e+00 
 3.15000000e-09  2.66530412e-02  1.50574269e+00 -1.47908965e+00 
 3.25000000e-09  3.24757592e-02  1.51159821e+00 -1.47912245e+00 
 3.35000000e-09  3.56666980e-02  1.51481309e+00 -1.47914639e+00 
 3.45000000e-09  3.79175057e-02  1.51707762e+00 -1.47916011e+00 
 3.55000000e-09  3.96222743e-02  1.51878519e+00 -1.47916291e+00 
 3.65000000e-09  4.09807896e-02  1.52013521e+00 -1.47915442e+00 
 3.75000000e-09  4.20883923e-02  1.52122285e+00 -1.47913446e+00 
 3.85000000e-09  4.30201566e-02  1.52212316e+00 -1.47910300e+00 
 3.95000000e-09  4.38095955e-02  1.52286970e+00 -1.47906011e+00 
 4.05000000e-09  4.44960776e-02  1.52350198e+00 -1.47900591e+00 
 4.15000000e-09  4.50919024e-02  1.52403249e+00 -1.47894059e+00 
 4.25000000e-09  4.56223594e-02  1.52448673e+00 -1.47886437e+00 
 4.35000000e-09  4.60905719e-02  1.52486808e+00 -1.47877751e+00 
 4.45000000e-09  4.65151521e-02  1.52519544e+00 -1.47868029e+00 
 4.55000000e-09  4.68946620e-02  1.52546765e+00 -1.47857299e+00 
 4.65000000e-09  4.72441287e-02  1.52570004e+00 -1.47845591e+00 
 4.75000000e-09  4.75596256e-02  1.52588900e+00 -1.47832937e+00 
 4.85000000e-09  4.78540721e-02  1.52604776e+00 -1.47819369e+00 
 4.95000000e-09  4.81220910e-02  1.52617126e+00 -1.47804917e+00 
 5.05000000e-09  4.83752707e-02  1.52627140e+00 -1.47789613e+00 
 5.15000000e-09  4.86073484e-02  1.52634225e+00 -1.47773490e+00 
