 time            v(Vout+)        v(Vout-)        v(vout+)-v(vout-)
 0.00000000e+00  1.41931004e-05  1.37001389e+00 -1.36999970e+00 
 1.00000000e-12  1.41931446e-05  1.37001389e+00 -1.36999970e+00 
 2.00000000e-12  1.41931713e-05  1.37001389e+00 -1.36999970e+00 
 4.00000000e-12  1.41932108e-05  1.37001389e+00 -1.36999970e+00 
 8.00000000e-12  1.41932351e-05  1.37001389e+00 -1.36999970e+00 
 1.60000000e-11  1.41932149e-05  1.37001389e+00 -1.36999970e+00 
 3.20000000e-11  1.41931892e-05  1.37001389e+00 -1.36999970e+00 
 6.40000000e-11  1.41932662e-05  1.37001389e+00 -1.36999970e+00 
 1.28000000e-10  1.41934516e-05  1.37001389e+00 -1.36999970e+00 
 2.28000000e-10  1.41936914e-05  1.37001389e+00 -1.36999970e+00 
 3.28000000e-10  1.41939129e-05  1.37001389e+00 -1.36999970e+00 
 4.28000000e-10  1.41941123e-05  1.37001389e+00 -1.36999970e+00 
 5.28000000e-10  1.41943064e-05  1.37001389e+00 -1.36999970e+00 
 6.28000000e-10  1.41944745e-05  1.37001389e+00 -1.36999970e+00 
 7.28000000e-10  1.41946408e-05  1.37001389e+00 -1.36999970e+00 
 8.28000000e-10  1.41948161e-05  1.37001389e+00 -1.36999970e+00 
 9.28000000e-10  1.41949863e-05  1.37001389e+00 -1.36999970e+00 
 1.00000000e-09  1.41951123e-05  1.37001389e+00 -1.36999970e+00 
 1.01000000e-09  1.43462096e-05  1.37001404e+00 -1.36999970e+00 
 1.03000000e-09  1.42101166e-05  1.37001391e+00 -1.36999970e+00 
 1.07000000e-09  1.40811800e-05  1.37001378e+00 -1.36999970e+00 
 1.15000000e-09  1.42710389e-05  1.37001397e+00 -1.36999970e+00 
 1.25000000e-09  1.41395405e-05  1.37001384e+00 -1.36999970e+00 
 1.35000000e-09  1.42735529e-05  1.37001397e+00 -1.36999970e+00 
 1.45000000e-09  1.44420414e-05  1.37001414e+00 -1.36999970e+00 
 1.55000000e-09  1.38829206e-05  1.37001358e+00 -1.36999970e+00 
 1.65000000e-09  1.57722337e-05  1.37001547e+00 -1.36999970e+00 
 1.75000000e-09  1.51914339e-05  1.37001489e+00 -1.36999970e+00 
 1.85000000e-09  6.58953080e-06  1.37000629e+00 -1.36999970e+00 
 1.95000000e-09 -4.75422669e-05  1.36995215e+00 -1.36999969e+00 
 2.00000000e-09 -6.03375701e-05  1.36993934e+00 -1.36999968e+00 
 2.01000000e-09 -2.24291876e-05  1.36997724e+00 -1.36999967e+00 
 2.03000000e-09  1.52410064e-04  1.37015208e+00 -1.36999967e+00 
 2.07000000e-09  1.28690585e-03  1.37128659e+00 -1.36999968e+00 
 2.15000000e-09  5.47562874e-03  1.37547590e+00 -1.37000027e+00 
 2.25000000e-09  7.79146867e-03  1.37779463e+00 -1.37000316e+00 
 2.35000000e-09  7.39965131e-03  1.37740886e+00 -1.37000920e+00 
 2.45000000e-09  7.18923219e-03  1.37720764e+00 -1.37001841e+00 
 2.55000000e-09  5.85505965e-03  1.37588569e+00 -1.37003063e+00 
 2.65000000e-09  2.13122375e-03  1.37217743e+00 -1.37004621e+00 
 2.75000000e-09 -4.97366334e-03  1.36509294e+00 -1.37006661e+00 
 2.85000000e-09 -5.58984960e-04  1.36953402e+00 -1.37009301e+00 
 2.95000000e-09  1.12562526e-02  1.38137965e+00 -1.37012340e+00 
 3.05000000e-09  1.83690405e-02  1.38852237e+00 -1.37015333e+00 
 3.15000000e-09  2.19433877e-02  1.39212263e+00 -1.37017924e+00 
 3.25000000e-09  2.42789573e-02  1.39447825e+00 -1.37019929e+00 
 3.35000000e-09  2.60100377e-02  1.39622255e+00 -1.37021252e+00 
 3.45000000e-09  2.73636922e-02  1.39758202e+00 -1.37021833e+00 
 3.55000000e-09  2.84625424e-02  1.39867891e+00 -1.37021637e+00 
 3.65000000e-09  2.93770249e-02  1.39958346e+00 -1.37020643e+00 
 3.75000000e-09  3.01543180e-02  1.40034273e+00 -1.37018841e+00 
 3.85000000e-09  3.08246809e-02  1.40098697e+00 -1.37016229e+00 
 3.95000000e-09  3.14112984e-02  1.40153938e+00 -1.37012809e+00 
 4.05000000e-09  3.19295753e-02  1.40201545e+00 -1.37008588e+00 
 4.15000000e-09  3.23926590e-02  1.40242844e+00 -1.37003578e+00 
 4.25000000e-09  3.28092453e-02  1.40278716e+00 -1.36997791e+00 
 4.35000000e-09  3.31875426e-02  1.40309998e+00 -1.36991244e+00 
 4.45000000e-09  3.35328056e-02  1.40337234e+00 -1.36983953e+00 
 4.55000000e-09  3.38505286e-02  1.40360989e+00 -1.36975936e+00 
 4.65000000e-09  3.41440375e-02  1.40381617e+00 -1.36967213e+00 
 4.75000000e-09  3.44172081e-02  1.40399523e+00 -1.36957802e+00 
 4.85000000e-09  3.46722130e-02  1.40414946e+00 -1.36947725e+00 
 4.95000000e-09  3.49118998e-02  1.40428190e+00 -1.36937000e+00 
 5.05000000e-09  3.51377162e-02  1.40439421e+00 -1.36925649e+00 
 5.15000000e-09  3.53518231e-02  1.40448875e+00 -1.36913692e+00 
 5.25000000e-09  3.55551951e-02  1.40456669e+00 -1.36901150e+00 
 5.35000000e-09  3.57495146e-02  1.40462993e+00 -1.36888041e+00 
 5.45000000e-09  3.59354382e-02  1.40467932e+00 -1.36874388e+00 
 5.55000000e-09  3.61143035e-02  1.40471639e+00 -1.36860209e+00 
 5.65000000e-09  3.62865486e-02  1.40474178e+00 -1.36845523e+00 
 5.75000000e-09  3.64532549e-02  1.40475676e+00 -1.36830351e+00 
 5.85000000e-09  3.66147084e-02  1.40476180e+00 -1.36814709e+00 
 5.95000000e-09  3.67717952e-02  1.40475797e+00 -1.36798618e+00 
 6.00000000e-09  3.68486709e-02  1.40475276e+00 -1.36790408e+00 
 6.01000000e-09  3.68637192e-02  1.40475124e+00 -1.36788752e+00 
 6.03000000e-09  3.68942799e-02  1.40474858e+00 -1.36785430e+00 
 6.07000000e-09  3.69550049e-02  1.40474236e+00 -1.36778736e+00 
 6.15000000e-09  3.70739778e-02  1.40472550e+00 -1.36765152e+00 
 6.25000000e-09  3.72202899e-02  1.40469845e+00 -1.36747816e+00 
 6.35000000e-09  3.73634607e-02  1.40466444e+00 -1.36730098e+00 
 6.45000000e-09  3.75042894e-02  1.40462444e+00 -1.36712016e+00 
 6.55000000e-09  3.76426871e-02  1.40457852e+00 -1.36693584e+00 
 6.65000000e-09  3.77790932e-02  1.40452727e+00 -1.36674817e+00 
 6.75000000e-09  3.79136278e-02  1.40447095e+00 -1.36655732e+00 
 6.85000000e-09  3.80465618e-02  1.40440997e+00 -1.36636341e+00 
 6.95000000e-09  3.81780357e-02  1.40434463e+00 -1.36616660e+00 
