 time            v(Vout+)        v(Vout-)        v(vout+)-v(vout-)
 0.00000000e+00  1.41907785e-05  1.51061320e+00 -1.51059900e+00 
 1.00000000e-12  1.41908100e-05  1.51061320e+00 -1.51059900e+00 
 2.00000000e-12  1.41908289e-05  1.51061320e+00 -1.51059900e+00 
 4.00000000e-12  1.41908556e-05  1.51061320e+00 -1.51059900e+00 
 8.00000000e-12  1.41908607e-05  1.51061320e+00 -1.51059900e+00 
 1.60000000e-11  1.41908194e-05  1.51061320e+00 -1.51059900e+00 
 3.20000000e-11  1.41907716e-05  1.51061320e+00 -1.51059900e+00 
 6.40000000e-11  1.41907638e-05  1.51061320e+00 -1.51059900e+00 
 1.28000000e-10  1.41907086e-05  1.51061320e+00 -1.51059900e+00 
 2.28000000e-10  1.41905937e-05  1.51061320e+00 -1.51059900e+00 
 3.28000000e-10  1.41905526e-05  1.51061320e+00 -1.51059900e+00 
 4.28000000e-10  1.41905170e-05  1.51061320e+00 -1.51059900e+00 
 5.28000000e-10  1.41904794e-05  1.51061319e+00 -1.51059900e+00 
 6.28000000e-10  1.41904352e-05  1.51061319e+00 -1.51059900e+00 
 7.28000000e-10  1.41903803e-05  1.51061319e+00 -1.51059900e+00 
 8.28000000e-10  1.41903513e-05  1.51061319e+00 -1.51059900e+00 
 9.28000000e-10  1.41903014e-05  1.51061319e+00 -1.51059900e+00 
 1.00000000e-09  1.41902937e-05  1.51061319e+00 -1.51059900e+00 
 1.01000000e-09  1.43301342e-05  1.51061333e+00 -1.51059900e+00 
 1.03000000e-09  1.42011077e-05  1.51061321e+00 -1.51059900e+00 
 1.07000000e-09  1.40890359e-05  1.51061309e+00 -1.51059900e+00 
 1.15000000e-09  1.42589943e-05  1.51061326e+00 -1.51059900e+00 
 1.25000000e-09  1.41372405e-05  1.51061314e+00 -1.51059900e+00 
 1.35000000e-09  1.42586352e-05  1.51061326e+00 -1.51059900e+00 
 1.45000000e-09  1.44014485e-05  1.51061341e+00 -1.51059900e+00 
 1.55000000e-09  1.38960535e-05  1.51061290e+00 -1.51059900e+00 
 1.65000000e-09  1.55817364e-05  1.51061459e+00 -1.51059900e+00 
 1.75000000e-09  1.50474872e-05  1.51061405e+00 -1.51059901e+00 
 1.85000000e-09  9.92510143e-06  1.51060893e+00 -1.51059901e+00 
 1.95000000e-09 -1.72139875e-05  1.51058179e+00 -1.51059900e+00 
 2.00000000e-09 -7.27445896e-05  1.51052625e+00 -1.51059899e+00 
 2.01000000e-09 -8.55048321e-05  1.51051349e+00 -1.51059899e+00 
 2.03000000e-09 -8.77826125e-05  1.51051120e+00 -1.51059898e+00 
 2.07000000e-09  2.19458667e-04  1.51081843e+00 -1.51059897e+00 
 2.15000000e-09  2.86668830e-03  1.51346587e+00 -1.51059918e+00 
 2.25000000e-09  6.94768173e-03  1.51754855e+00 -1.51060087e+00 
 2.35000000e-09  9.49033514e-03  1.52009587e+00 -1.51060553e+00 
 2.45000000e-09  1.07179748e-02  1.52133220e+00 -1.51061422e+00 
 2.55000000e-09  1.06214619e-02  1.52124874e+00 -1.51062728e+00 
 2.65000000e-09  1.00864855e-02  1.52073110e+00 -1.51064461e+00 
 2.75000000e-09  8.19269097e-03  1.51885883e+00 -1.51066614e+00 
 2.85000000e-09  1.54830184e-03  1.51224089e+00 -1.51069259e+00 
 2.95000000e-09 -1.14200621e-03  1.50958348e+00 -1.51072548e+00 
 3.05000000e-09  1.10261851e-02  1.52179045e+00 -1.51076427e+00 
 3.15000000e-09  2.49007752e-02  1.53570509e+00 -1.51080431e+00 
 3.25000000e-09  3.13341183e-02  1.54217408e+00 -1.51083996e+00 
 3.35000000e-09  3.45647919e-02  1.54543258e+00 -1.51086779e+00 
 3.45000000e-09  3.67729505e-02  1.54765924e+00 -1.51088629e+00 
 3.55000000e-09  3.84414026e-02  1.54933614e+00 -1.51089474e+00 
 3.65000000e-09  3.97677523e-02  1.55066047e+00 -1.51089272e+00 
 3.75000000e-09  4.08556942e-02  1.55173573e+00 -1.51088004e+00 
 3.85000000e-09  4.17720652e-02  1.55262869e+00 -1.51085662e+00 
 3.95000000e-09  4.25561913e-02  1.55337869e+00 -1.51082250e+00 
 4.05000000e-09  4.32393335e-02  1.55401709e+00 -1.51077776e+00 
 4.15000000e-09  4.38396036e-02  1.55456215e+00 -1.51072255e+00 
 4.25000000e-09  4.43747054e-02  1.55503176e+00 -1.51065705e+00 
 4.35000000e-09  4.48537263e-02  1.55543522e+00 -1.51058149e+00 
 4.45000000e-09  4.52881120e-02  1.55578421e+00 -1.51049610e+00 
 4.55000000e-09  4.56824795e-02  1.55608360e+00 -1.51040112e+00 
 4.65000000e-09  4.60450007e-02  1.55634183e+00 -1.51029683e+00 
 4.75000000e-09  4.63778362e-02  1.55656133e+00 -1.51018349e+00 
 4.85000000e-09  4.66872861e-02  1.55674868e+00 -1.51006140e+00 
 4.95000000e-09  4.69740541e-02  1.55690487e+00 -1.50993082e+00 
 5.05000000e-09  4.72432950e-02  1.55703534e+00 -1.50979205e+00 
 5.15000000e-09  4.74947957e-02  1.55714016e+00 -1.50964536e+00 
 5.25000000e-09  4.77329724e-02  1.55722402e+00 -1.50949105e+00 
