 time            v(Vout+)        v(vout-)        v(vout+)-v(vout-)
 0.00000000e+00  3.54767572e-07  1.63064387e-01 -1.63064032e-01 
 1.00000000e-12  3.54816071e-07  1.63064387e-01 -1.63064032e-01 
 2.00000000e-12  3.54846168e-07  1.63064387e-01 -1.63064032e-01 
 4.00000000e-12  3.54887508e-07  1.63064387e-01 -1.63064032e-01 
 8.00000000e-12  3.54898203e-07  1.63064387e-01 -1.63064032e-01 
 1.60000000e-11  3.54832537e-07  1.63064387e-01 -1.63064032e-01 
 3.20000000e-11  3.54734121e-07  1.63064387e-01 -1.63064032e-01 
 6.40000000e-11  3.54714732e-07  1.63064387e-01 -1.63064032e-01 
 1.28000000e-10  3.54738566e-07  1.63064387e-01 -1.63064032e-01 
 2.28000000e-10  3.54739918e-07  1.63064387e-01 -1.63064032e-01 
 3.28000000e-10  3.54727022e-07  1.63064387e-01 -1.63064032e-01 
 4.28000000e-10  3.54708007e-07  1.63064387e-01 -1.63064032e-01 
 5.28000000e-10  3.54689642e-07  1.63064387e-01 -1.63064032e-01 
 6.28000000e-10  3.54669891e-07  1.63064387e-01 -1.63064032e-01 
 7.28000000e-10  3.54653335e-07  1.63064387e-01 -1.63064032e-01 
 8.28000000e-10  3.54640594e-07  1.63064387e-01 -1.63064032e-01 
 9.28000000e-10  3.54629798e-07  1.63064387e-01 -1.63064032e-01 
 1.00000000e-09  3.54619478e-07  1.63064387e-01 -1.63064032e-01 
 1.01000000e-09  5.80003307e-07  1.63064612e-01 -1.63064032e-01 
 1.03000000e-09  3.50028644e-07  1.63064382e-01 -1.63064032e-01 
 1.07000000e-09  1.60689379e-07  1.63064193e-01 -1.63064032e-01 
 1.15000000e-09  4.80535641e-07  1.63064513e-01 -1.63064032e-01 
 1.25000000e-09  2.66648660e-07  1.63064299e-01 -1.63064032e-01 
 1.35000000e-09  4.57826153e-07  1.63064490e-01 -1.63064032e-01 
 1.45000000e-09  5.71033945e-07  1.63064603e-01 -1.63064032e-01 
 1.55000000e-09 -2.90421273e-07  1.63063742e-01 -1.63064032e-01 
 1.65000000e-09  1.98394249e-06  1.63066016e-01 -1.63064032e-01 
 1.75000000e-09  8.10780672e-08  1.63064114e-01 -1.63064032e-01 
 1.85000000e-09 -4.90414805e-06  1.63059128e-01 -1.63064032e-01 
 1.95000000e-09 -2.34253155e-05  1.63040606e-01 -1.63064031e-01 
 2.00000000e-09 -8.35701314e-05  1.62980459e-01 -1.63064029e-01 
 2.01000000e-09 -1.00057808e-04  1.62963970e-01 -1.63064028e-01 
 2.03000000e-09 -1.13706922e-04  1.62950319e-01 -1.63064026e-01 
 2.07000000e-09  2.18957160e-04  1.63282980e-01 -1.63064022e-01 
 2.15000000e-09  3.72414303e-03  1.66788265e-01 -1.63064122e-01 
 2.25000000e-09  8.87413517e-03  1.71938959e-01 -1.63064824e-01 
 2.35000000e-09  8.57611298e-03  1.71642597e-01 -1.63066484e-01 
 2.45000000e-09  5.50930143e-03  1.68578337e-01 -1.63069035e-01 
 2.55000000e-09 -2.09011064e-04  1.62863359e-01 -1.63072370e-01 
