 time            v(Vout+)        v(vout-)        v(vout+)-v(vout-)
 0.00000000e+00  1.34516555e-10  3.84335208e-05 -3.84333863e-05 
 1.00000000e-12  1.42546312e-10  3.84335289e-05 -3.84333863e-05 
 2.00000000e-12  1.40663018e-10  3.84335270e-05 -3.84333863e-05 
 4.00000000e-12  1.37107694e-10  3.84335234e-05 -3.84333863e-05 
 8.00000000e-12  1.33611959e-10  3.84335199e-05 -3.84333863e-05 
 1.60000000e-11  1.32714995e-10  3.84335190e-05 -3.84333863e-05 
 3.20000000e-11  1.34082975e-10  3.84335204e-05 -3.84333863e-05 
 6.40000000e-11  1.34757558e-10  3.84335211e-05 -3.84333863e-05 
 1.28000000e-10  1.34482813e-10  3.84335208e-05 -3.84333863e-05 
 2.28000000e-10  1.34601219e-10  3.84335209e-05 -3.84333863e-05 
 3.28000000e-10  1.34423618e-10  3.84335208e-05 -3.84333863e-05 
 4.28000000e-10  1.34562123e-10  3.84335209e-05 -3.84333863e-05 
 5.28000000e-10  1.34431404e-10  3.84335208e-05 -3.84333863e-05 
 6.28000000e-10  1.34556419e-10  3.84335209e-05 -3.84333863e-05 
 7.28000000e-10  1.34442896e-10  3.84335208e-05 -3.84333863e-05 
 8.28000000e-10  1.34564797e-10  3.84335209e-05 -3.84333863e-05 
 9.28000000e-10  1.34441428e-10  3.84335208e-05 -3.84333863e-05 
 1.02800000e-09  1.34556778e-10  3.84335209e-05 -3.84333863e-05 
 1.12800000e-09  1.34451779e-10  3.84335208e-05 -3.84333863e-05 
 1.22800000e-09  1.34545763e-10  3.84335209e-05 -3.84333863e-05 
 1.32800000e-09  1.34442073e-10  3.84335208e-05 -3.84333863e-05 
 1.42800000e-09  1.34552887e-10  3.84335209e-05 -3.84333863e-05 
 1.52800000e-09  1.34426616e-10  3.84335208e-05 -3.84333863e-05 
 1.62800000e-09  1.34540298e-10  3.84335209e-05 -3.84333863e-05 
 1.72800000e-09  1.34448709e-10  3.84335208e-05 -3.84333863e-05 
 1.82800000e-09  1.34538883e-10  3.84335209e-05 -3.84333863e-05 
 1.92800000e-09  1.34427977e-10  3.84335208e-05 -3.84333863e-05 
 2.00000000e-09  1.34556973e-10  3.84335209e-05 -3.84333863e-05 
 2.01000000e-09  2.22700015e-09  3.84356147e-05 -3.84333877e-05 
 2.03000000e-09 -3.81558144e-09  3.84295709e-05 -3.84333865e-05 
 2.07000000e-09  3.09085541e-09  3.84364760e-05 -3.84333852e-05 
 2.15000000e-09 -2.11177684e-09  3.84312753e-05 -3.84333870e-05 
 2.25000000e-09  1.99388072e-09  3.84353797e-05 -3.84333858e-05 
 2.35000000e-09 -1.41672182e-09  3.84319701e-05 -3.84333868e-05 
 2.45000000e-09  1.43969051e-09  3.84348257e-05 -3.84333860e-05 
