 time            v(Vout+)        v(Vout-)        v(Vout+)-v(Vout-)
 0.00000000e+00  1.34637032e-10  4.10435005e-05 -4.10433659e-05 
 1.00000000e-12  1.45694418e-10  4.10435116e-05 -4.10433659e-05 
 2.00000000e-12  1.43072784e-10  4.10435090e-05 -4.10433659e-05 
 4.00000000e-12  1.38273910e-10  4.10435042e-05 -4.10433659e-05 
 8.00000000e-12  1.33489614e-10  4.10434994e-05 -4.10433659e-05 
 1.60000000e-11  1.32164032e-10  4.10434981e-05 -4.10433659e-05 
 3.20000000e-11  1.33976137e-10  4.10434999e-05 -4.10433659e-05 
 6.40000000e-11  1.34939452e-10  4.10435008e-05 -4.10433659e-05 
 1.28000000e-10  1.34575726e-10  4.10435005e-05 -4.10433659e-05 
 2.28000000e-10  1.34746893e-10  4.10435006e-05 -4.10433659e-05 
 3.28000000e-10  1.34550765e-10  4.10435004e-05 -4.10433659e-05 
 4.28000000e-10  1.34705821e-10  4.10435006e-05 -4.10433659e-05 
 5.28000000e-10  1.34551453e-10  4.10435004e-05 -4.10433659e-05 
 6.28000000e-10  1.34695029e-10  4.10435006e-05 -4.10433659e-05 
 7.28000000e-10  1.34547485e-10  4.10435004e-05 -4.10433659e-05 
 8.28000000e-10  1.34690877e-10  4.10435006e-05 -4.10433659e-05 
 9.28000000e-10  1.34550465e-10  4.10435004e-05 -4.10433659e-05 
 1.00000000e-09  1.34682789e-10  4.10435006e-05 -4.10433659e-05 
 1.01000000e-09  4.38355297e-09  4.10477537e-05 -4.10433701e-05 
 1.03000000e-09 -7.82049650e-09  4.10355459e-05 -4.10433664e-05 
 1.07000000e-09  6.02455756e-09  4.10493869e-05 -4.10433624e-05 
 1.15000000e-09 -4.31028337e-09  4.10390578e-05 -4.10433681e-05 
 1.25000000e-09  3.81551619e-09  4.10471798e-05 -4.10433643e-05 
 1.35000000e-09 -2.81364701e-09  4.10405543e-05 -4.10433679e-05 
 1.45000000e-09  3.78351394e-09  4.10471549e-05 -4.10433714e-05 
 1.55000000e-09 -7.00950680e-09  4.10363445e-05 -4.10433540e-05 
 1.65000000e-09  1.62878015e-08  4.10596866e-05 -4.10433988e-05 
 1.75000000e-09 -2.06137296e-08  4.10227621e-05 -4.10433758e-05 
 1.85000000e-09  1.53713363e-09  4.10448173e-05 -4.10432802e-05 
 1.95000000e-09 -9.80220000e-08  4.09447790e-05 -4.10428010e-05 
 2.00000000e-09 -4.27429281e-07  4.06140697e-05 -4.10414990e-05 
 2.01000000e-09 -4.01974139e-07  4.06391270e-05 -4.10411011e-05 
 2.03000000e-09 -1.33009148e-07  4.09075635e-05 -4.10405726e-05 
 2.07000000e-09  2.86415305e-06  4.39101424e-05 -4.10459893e-05 
 2.15000000e-09  1.52621866e-05  5.63799846e-05 -4.11177980e-05 
 2.25000000e-09  9.81875389e-06  5.10602680e-05 -4.12415141e-05 
 2.35000000e-09 -1.03117139e-06  4.02687382e-05 -4.12999096e-05 
 2.45000000e-09 -2.11573290e-06  3.92472215e-05 -4.13629544e-05 
 2.55000000e-09 -1.58447757e-05  2.56230260e-05 -4.14678016e-05 
 2.65000000e-09 -2.26415248e-05  1.90093587e-05 -4.16508835e-05 
 2.75000000e-09  7.96788608e-06  4.96700602e-05 -4.17021741e-05 
 2.85000000e-09 -4.90985672e-06  3.67472216e-05 -4.16570783e-05 
 2.95000000e-09  6.06395842e-06  4.76817163e-05 -4.16177579e-05 
 3.05000000e-09 -4.74397625e-06  3.68313143e-05 -4.15752906e-05 
 3.15000000e-09  5.68155603e-06  4.72157679e-05 -4.15342118e-05 
 3.25000000e-09 -4.68714438e-06  3.68050281e-05 -4.14921725e-05 
 3.35000000e-09  5.39397957e-06  4.68459199e-05 -4.14519403e-05 
 3.45000000e-09 -4.59365592e-06  3.68174114e-05 -4.14110673e-05 
 3.55000000e-09  5.14868684e-06  4.65207528e-05 -4.13720660e-05 
 3.65000000e-09 -4.47621837e-06  3.68562445e-05 -4.13324629e-05 
 3.75000000e-09  4.93232448e-06  4.62269918e-05 -4.12946674e-05 
 3.85000000e-09 -4.34397799e-06  3.69122644e-05 -4.12562424e-05 
 3.95000000e-09  4.73755302e-06  4.59570860e-05 -4.12195330e-05 
 4.05000000e-09 -4.20242309e-06  3.69797335e-05 -4.11821565e-05 
 4.15000000e-09  4.55973808e-06  4.57061438e-05 -4.11464057e-05 
 4.25000000e-09 -4.05505762e-06  3.70548982e-05 -4.11099558e-05 
 4.35000000e-09  4.39573317e-06  4.54707838e-05 -4.10750507e-05 
 4.45000000e-09 -3.90425764e-06  3.71351655e-05 -4.10394231e-05 
 4.55000000e-09  4.24328317e-06  4.52485526e-05 -4.10052694e-05 
 4.65000000e-09 -3.75169504e-06  3.72186828e-05 -4.09703778e-05 
 4.75000000e-09  4.10070074e-06  4.50375983e-05 -4.09368976e-05 
 4.85000000e-09 -3.59858170e-06  3.73040890e-05 -4.09026707e-05 
 4.95000000e-09  3.96668929e-06  4.48364891e-05 -4.08697998e-05 
 5.05000000e-09 -3.44581327e-06  3.73903654e-05 -4.08361786e-05 
 5.15000000e-09  3.84023062e-06  4.46440945e-05 -4.08038638e-05 
 5.25000000e-09 -3.29405891e-06  3.74767405e-05 -4.07707994e-05 
 5.35000000e-09  3.72051037e-06  4.44595069e-05 -4.07389965e-05 
 5.45000000e-09 -3.14382258e-06  3.75626252e-05 -4.07064478e-05 
 5.55000000e-09  3.60687161e-06  4.42819912e-05 -4.06751196e-05 
 5.65000000e-09 -2.99548999e-06  3.76475620e-05 -4.06430520e-05 
 5.75000000e-09  3.49877840e-06  4.41109458e-05 -4.06121674e-05 
 5.85000000e-09 -2.84935235e-06  3.77311993e-05 -4.05805516e-05 
 5.95000000e-09  3.39577790e-06  4.39458618e-05 -4.05500839e-05 
 6.00000000e-09 -2.65135155e-06  3.78828852e-05 -4.05342368e-05 
 6.01000000e-09  1.66285363e-07  4.06976646e-05 -4.05313793e-05 
 6.03000000e-09  4.60859002e-07  4.09861168e-05 -4.05252578e-05 
 6.07000000e-09  1.89246471e-07  4.07022512e-05 -4.05130047e-05 
 6.15000000e-09  4.60771643e-07  4.09493760e-05 -4.04886043e-05 
 6.25000000e-09  2.16352010e-07  4.06746171e-05 -4.04582651e-05 
 6.35000000e-09  4.78571543e-07  4.09067029e-05 -4.04281314e-05 
 6.45000000e-09  2.43370367e-07  4.06415296e-05 -4.03981593e-05 
 6.55000000e-09  4.96350032e-07  4.08647273e-05 -4.03683773e-05 
 6.65000000e-09  2.73548500e-07  4.06123185e-05 -4.03387700e-05 
 6.75000000e-09  5.17125830e-07  4.08264912e-05 -4.03093654e-05 
 6.85000000e-09  3.01918492e-07  4.05820319e-05 -4.02801134e-05 
 6.95000000e-09  5.38498405e-07  4.07895502e-05 -4.02510518e-05 
 7.00000000e-09  3.24312803e-07  4.05608770e-05 -4.02365642e-05 
 7.01000000e-09  4.34705532e-07  4.06683895e-05 -4.02336840e-05 
 7.03000000e-09  4.32768571e-07  4.06606735e-05 -4.02279050e-05 
 7.07000000e-09  4.43946046e-07  4.06603146e-05 -4.02163685e-05 
 7.15000000e-09  4.50854747e-07  4.06442422e-05 -4.01933874e-05 
 7.25000000e-09  4.64727636e-07  4.06295242e-05 -4.01647966e-05 
 7.35000000e-09  4.77097424e-07  4.06134684e-05 -4.01363709e-05 
 7.45000000e-09  4.89053644e-07  4.05971501e-05 -4.01080965e-05 
 7.55000000e-09  5.03065517e-07  4.05830465e-05 -4.00799809e-05 
 7.65000000e-09  5.13849604e-07  4.05658641e-05 -4.00520145e-05 
 7.75000000e-09  5.28870249e-07  4.05530723e-05 -4.00242020e-05 
 7.85000000e-09  5.38914612e-07  4.05354508e-05 -3.99965362e-05 
 7.95000000e-09  5.54554970e-07  4.05235751e-05 -3.99690201e-05 
 8.05000000e-09  5.64127686e-07  4.05057759e-05 -3.99416482e-05 
 8.15000000e-09  5.80131482e-07  4.04945539e-05 -3.99144224e-05 
 8.25000000e-09  5.89406677e-07  4.04767450e-05 -3.98873384e-05 
 8.35000000e-09  6.05598155e-07  4.04659955e-05 -3.98603974e-05 
 8.45000000e-09  6.14690216e-07  4.04482859e-05 -3.98335957e-05 
 8.55000000e-09  6.30949211e-07  4.04378835e-05 -3.98069343e-05 
 8.65000000e-09  6.39932530e-07  4.04203425e-05 -3.97804100e-05 
 8.75000000e-09  6.56174632e-07  4.04101981e-05 -3.97540234e-05 
 8.85000000e-09  6.65098378e-07  4.03928703e-05 -3.97277719e-05 
 8.95000000e-09  6.81264114e-07  4.03829200e-05 -3.97016559e-05 
 9.05000000e-09  6.90159948e-07  4.03658329e-05 -3.96756729e-05 
 9.15000000e-09  7.06207762e-07  4.03560311e-05 -3.96498234e-05 
 9.25000000e-09  7.15095159e-07  4.03392001e-05 -3.96241050e-05 
 9.35000000e-09  7.30995845e-07  4.03295139e-05 -3.95985180e-05 
 9.45000000e-09  7.39886736e-07  4.03129472e-05 -3.95730605e-05 
 9.55000000e-09  7.55619835e-07  4.03033524e-05 -3.95477326e-05 
 9.65000000e-09  7.64520582e-07  4.02870530e-05 -3.95225324e-05 
 9.75000000e-09  7.80072119e-07  4.02775323e-05 -3.94974602e-05 
