 time            v(Vout+)        v(Vout-)        v(Vout+)-v(Vout-)
 0.00000000e+00  1.34517587e-10  3.87068542e-05 -3.87067196e-05 
 1.00000000e-12  1.44410695e-10  3.87068640e-05 -3.87067196e-05 
 2.00000000e-12  1.42042031e-10  3.87068617e-05 -3.87067196e-05 
 4.00000000e-12  1.37686491e-10  3.87068573e-05 -3.87067196e-05 
 8.00000000e-12  1.33413734e-10  3.87068531e-05 -3.87067196e-05 
 1.60000000e-11  1.32305849e-10  3.87068519e-05 -3.87067196e-05 
 3.20000000e-11  1.33978962e-10  3.87068536e-05 -3.87067196e-05 
 6.40000000e-11  1.34812650e-10  3.87068544e-05 -3.87067196e-05 
 1.28000000e-10  1.34458937e-10  3.87068541e-05 -3.87067196e-05 
 2.28000000e-10  1.34630665e-10  3.87068543e-05 -3.87067196e-05 
 3.28000000e-10  1.34433142e-10  3.87068541e-05 -3.87067196e-05 
 4.28000000e-10  1.34592556e-10  3.87068542e-05 -3.87067196e-05 
 5.28000000e-10  1.34434277e-10  3.87068541e-05 -3.87067196e-05 
 6.28000000e-10  1.34566627e-10  3.87068542e-05 -3.87067196e-05 
 7.28000000e-10  1.34417363e-10  3.87068541e-05 -3.87067196e-05 
 8.28000000e-10  1.34546673e-10  3.87068542e-05 -3.87067196e-05 
 9.28000000e-10  1.34404984e-10  3.87068540e-05 -3.87067196e-05 
 1.00000000e-09  1.34528913e-10  3.87068542e-05 -3.87067196e-05 
 1.01000000e-09  4.33318125e-09  3.87110570e-05 -3.87067238e-05 
 1.03000000e-09 -7.78108865e-09  3.86989390e-05 -3.87067201e-05 
 1.07000000e-09  6.04769974e-09  3.87127639e-05 -3.87067162e-05 
 1.15000000e-09 -4.34842852e-09  3.87023734e-05 -3.87067218e-05 
 1.25000000e-09  3.85337420e-09  3.87105714e-05 -3.87067180e-05 
 1.35000000e-09 -2.80167796e-09  3.87039202e-05 -3.87067219e-05 
 1.45000000e-09  3.90255401e-09  3.87106286e-05 -3.87067260e-05 
 1.55000000e-09 -7.76803534e-09  3.86989375e-05 -3.87067055e-05 
 1.65000000e-09  1.89776733e-08  3.87257375e-05 -3.87067598e-05 
 1.75000000e-09 -2.57159252e-08  3.86810090e-05 -3.87067249e-05 
 1.85000000e-09 -1.16556973e-08  3.86948830e-05 -3.87065387e-05 
 1.95000000e-09 -1.31632431e-07  3.85741952e-05 -3.87058276e-05 
 2.00000000e-09 -4.55083946e-07  3.82492899e-05 -3.87043738e-05 
 2.01000000e-09 -2.09366729e-07  3.84948008e-05 -3.87041675e-05 
 2.03000000e-09  8.59510093e-07  3.95643251e-05 -3.87048150e-05 
 2.07000000e-09  6.35569854e-06  4.50748148e-05 -3.87191163e-05 
 2.15000000e-09  1.74612997e-05  5.62747339e-05 -3.88134342e-05 
 2.25000000e-09  4.35276251e-06  4.32737489e-05 -3.89209864e-05 
 2.35000000e-09  1.35176711e-06  4.03269106e-05 -3.89751435e-05 
 2.45000000e-09 -7.71079929e-06  3.13374152e-05 -3.90482145e-05 
 2.55000000e-09 -1.49372046e-05  2.42353148e-05 -3.91725194e-05 
 2.65000000e-09 -2.16911273e-05  1.76550139e-05 -3.93461412e-05 
 2.75000000e-09  1.61131010e-05  5.54662879e-05 -3.93531869e-05 
 2.85000000e-09 -1.39178496e-05  2.53973528e-05 -3.93152023e-05 
 2.95000000e-09  1.45695196e-05  5.38504844e-05 -3.92809647e-05 
 3.05000000e-09 -1.35175493e-05  2.57259256e-05 -3.92434749e-05 
 3.15000000e-09  1.40046570e-05  5.32122106e-05 -3.92075536e-05 
 3.25000000e-09 -1.31852268e-05  2.59849008e-05 -3.91701276e-05 
 3.35000000e-09  1.35188926e-05  5.26535755e-05 -3.91346828e-05 
 3.45000000e-09 -1.28329945e-05  2.62650702e-05 -3.90980646e-05 
 3.55000000e-09  1.30711615e-05  5.21346707e-05 -3.90635092e-05 
 3.65000000e-09 -1.24715217e-05  2.65563385e-05 -3.90278601e-05 
 3.75000000e-09  1.26510489e-05  5.16452815e-05 -3.89942326e-05 
 3.85000000e-09 -1.21073788e-05  2.68521436e-05 -3.89595224e-05 
 3.95000000e-09  1.22531898e-05  5.11799495e-05 -3.89267598e-05 
 4.05000000e-09 -1.17441533e-05  2.71487559e-05 -3.88929093e-05 
 4.15000000e-09  1.18742747e-05  5.07352033e-05 -3.88609286e-05 
 4.25000000e-09 -1.13839787e-05  2.74438759e-05 -3.88278546e-05 
 4.35000000e-09  1.15120307e-05  5.03086077e-05 -3.87965770e-05 
 4.45000000e-09 -1.10282226e-05  2.77359820e-05 -3.87642046e-05 
 4.55000000e-09  1.11647737e-05  4.98983351e-05 -3.87335615e-05 
 4.65000000e-09 -1.06778055e-05  2.80240211e-05 -3.87018266e-05 
 4.75000000e-09  1.08311895e-05  4.95029493e-05 -3.86717598e-05 
 4.85000000e-09 -1.03333641e-05  2.83072441e-05 -3.86406083e-05 
 4.95000000e-09  1.05102257e-05  4.91212944e-05 -3.86110688e-05 
 5.05000000e-09 -9.99534990e-06  2.85851048e-05 -3.85804547e-05 
 5.15000000e-09  1.02010157e-05  4.87524168e-05 -3.85514011e-05 
 5.25000000e-09 -9.66406981e-06  2.88572160e-05 -3.85212858e-05 
 5.35000000e-09  9.90282000e-06  4.83955030e-05 -3.84926830e-05 
 5.45000000e-09 -9.33971562e-06  2.91233178e-05 -3.84630334e-05 
 5.55000000e-09  9.61499898e-06  4.80498505e-05 -3.84348515e-05 
 5.65000000e-09 -9.02240063e-06  2.93832387e-05 -3.84056393e-05 
 5.75000000e-09  9.33699588e-06  4.77148488e-05 -3.83778529e-05 
 5.85000000e-09 -8.71217868e-06  2.96368750e-05 -3.83490537e-05 
 5.95000000e-09  9.06832049e-06  4.73899612e-05 -3.83216407e-05 
 6.00000000e-09 -8.27513427e-06  3.00319900e-05 -3.83071242e-05 
 6.01000000e-09 -7.91738707e-08  3.82254436e-05 -3.83046174e-05 
 6.03000000e-09  5.82189459e-07  3.88812699e-05 -3.82990804e-05 
 6.07000000e-09 -3.84985314e-08  3.82494842e-05 -3.82879827e-05 
 6.15000000e-09  5.72034310e-07  3.88379303e-05 -3.82658960e-05 
 6.25000000e-09 -8.26301309e-09  3.82301625e-05 -3.82384255e-05 
 6.35000000e-09  5.82935636e-07  3.87940868e-05 -3.82111512e-05 
 6.45000000e-09  2.13416443e-08  3.82053605e-05 -3.81840189e-05 
 6.55000000e-09  5.94118792e-07  3.87511889e-05 -3.81570701e-05 
 6.65000000e-09  5.24553805e-08  3.81827228e-05 -3.81302674e-05 
 6.75000000e-09  6.08036654e-07  3.87116944e-05 -3.81036578e-05 
 6.85000000e-09  8.26265709e-08  3.81598079e-05 -3.80771814e-05 
 6.95000000e-09  6.22567147e-07  3.86734552e-05 -3.80508880e-05 
 7.00000000e-09  1.09423353e-07  3.81471986e-05 -3.80377752e-05 
 7.01000000e-09  3.61711581e-07  3.83968831e-05 -3.80351715e-05 
 7.03000000e-09  3.69152411e-07  3.83990948e-05 -3.80299424e-05 
