 time            v(Vout+)        v(Vout-)        v(vout+)-v(vout-)
 0.00000000e+00  1.77451358e-10  3.98840075e-05 -3.98838301e-05 
 1.00000000e-12  1.86050958e-10  3.98840161e-05 -3.98838301e-05 
 2.00000000e-12  1.84421297e-10  3.98840145e-05 -3.98838301e-05 
 4.00000000e-12  1.80549080e-10  3.98840106e-05 -3.98838301e-05 
 8.00000000e-12  1.76310693e-10  3.98840064e-05 -3.98838301e-05 
 1.60000000e-11  1.75444797e-10  3.98840055e-05 -3.98838301e-05 
 3.20000000e-11  1.76912647e-10  3.98840070e-05 -3.98838301e-05 
 6.40000000e-11  1.77784164e-10  3.98840078e-05 -3.98838301e-05 
 1.28000000e-10  1.77323598e-10  3.98840074e-05 -3.98838301e-05 
 2.28000000e-10  1.77607792e-10  3.98840077e-05 -3.98838301e-05 
 3.28000000e-10  1.77316760e-10  3.98840074e-05 -3.98838301e-05 
 4.28000000e-10  1.77577740e-10  3.98840076e-05 -3.98838301e-05 
 5.28000000e-10  1.77315243e-10  3.98840074e-05 -3.98838301e-05 
 6.28000000e-10  1.77560533e-10  3.98840076e-05 -3.98838301e-05 
 7.28000000e-10  1.77313812e-10  3.98840074e-05 -3.98838301e-05 
 8.28000000e-10  1.77551541e-10  3.98840076e-05 -3.98838301e-05 
 9.28000000e-10  1.77319044e-10  3.98840074e-05 -3.98838301e-05 
 1.00000000e-09  1.77539413e-10  3.98840076e-05 -3.98838301e-05 
 1.01000000e-09  4.32173598e-09  3.98881546e-05 -3.98838328e-05 
 1.03000000e-09 -7.65018322e-09  3.98761802e-05 -3.98838303e-05 
 1.07000000e-09  6.01538003e-09  3.98898431e-05 -3.98838278e-05 
 1.15000000e-09 -4.22050627e-09  3.98796110e-05 -3.98838315e-05 
 1.25000000e-09  3.78856070e-09  3.98876175e-05 -3.98838290e-05 
 1.35000000e-09 -2.70522420e-09  3.98811261e-05 -3.98838313e-05 
 1.45000000e-09  3.65527266e-09  3.98874886e-05 -3.98838333e-05 
 1.55000000e-09 -6.19885666e-09  3.98776249e-05 -3.98838237e-05 
 1.65000000e-09  1.45754093e-08  3.98984257e-05 -3.98838503e-05 
 1.75000000e-09 -1.77844610e-08  3.98660540e-05 -3.98838384e-05 
 1.85000000e-09 -4.35656450e-09  3.98794077e-05 -3.98837642e-05 
 1.95000000e-09 -1.16727408e-07  3.97666359e-05 -3.98833633e-05 
 2.00000000e-09 -4.92721053e-07  3.93896357e-05 -3.98823567e-05 
 2.01000000e-09 -4.08817516e-07  3.94732696e-05 -3.98820871e-05 
 2.03000000e-09  1.85861991e-07  4.00678030e-05 -3.98819410e-05 
 2.07000000e-09  4.53197901e-06  4.44201528e-05 -3.98881738e-05 
 2.15000000e-09  1.68326129e-05  5.67771893e-05 -3.99445765e-05 
 2.25000000e-09  6.64733938e-06  4.66690294e-05 -4.00216900e-05 
 2.35000000e-09  5.53665433e-07  4.06113901e-05 -4.00577247e-05 
 2.45000000e-09 -4.60176278e-06  3.54996941e-05 -4.01014568e-05 
 2.55000000e-09 -1.38539571e-05  2.63195156e-05 -4.01734727e-05 
 2.65000000e-09 -2.34251761e-05  1.68684881e-05 -4.02936642e-05 
 2.75000000e-09  1.11063473e-05  5.14290508e-05 -4.03227035e-05 
 2.85000000e-09 -8.34383951e-06  3.19528222e-05 -4.02966617e-05 
 2.95000000e-09  9.33239556e-06  4.96061194e-05 -4.02737239e-05 
 3.05000000e-09 -8.15266989e-06  3.20961072e-05 -4.02487771e-05 
 3.15000000e-09  8.96040753e-06  4.91847392e-05 -4.02243316e-05 
 3.25000000e-09 -8.06205361e-06  3.21372297e-05 -4.01992833e-05 
 3.35000000e-09  8.67098761e-06  4.88460451e-05 -4.01750574e-05 
 3.45000000e-09 -7.94099977e-06  3.22094645e-05 -4.01504643e-05 
 3.55000000e-09  8.41550632e-06  4.85422820e-05 -4.01267756e-05 
 3.65000000e-09 -7.80087183e-06  3.23018932e-05 -4.01027650e-05 
 3.75000000e-09  8.18269877e-06  4.82623473e-05 -4.00796486e-05 
